,Utility,Utility_sampled,w0,w1
0,4.828618161572407,4.844555630786279,0.11053619287835263,0.8894638071216475
1,4.505634251500823,4.844555630786279,0.11053619287835263,0.8894638071216475
2,4.817374845542891,4.844555630786279,0.11053619287835263,0.8894638071216475
3,4.543099799683393,4.844555630786279,0.11053619287835263,0.8894638071216475
4,4.43038514572426,4.844555630786279,0.11053619287835263,0.8894638071216475
5,5.181784758790632,5.285529835061996,0.11053619287835263,0.8894638071216475
6,5.295325807484645,5.367983799891796,0.11053619287835263,0.8894638071216475
7,5.965118341957392,6.113649861159671,0.11053619287835263,0.8894638071216475
8,6.311106273225193,6.424940302193792,0.11053619287835263,0.8894638071216475
9,6.676183420958875,6.424940302193792,0.11053619287835263,0.8894638071216475
10,6.6651996614676134,6.424940302193792,0.11053619287835263,0.8894638071216475
11,6.867076699206127,6.975967065742078,0.11053619287835263,0.8894638071216475
12,6.9369435669179484,6.975967065742078,0.11053619287835263,0.8894638071216475
13,6.947182094983337,6.975967065742078,0.11053619287835263,0.8894638071216475
14,6.951404475144747,6.975967065742078,0.11053619287835263,0.8894638071216475
15,6.954991094239899,6.975967065742078,0.11053619287835263,0.8894638071216475
16,6.957864320115852,6.975967065742078,0.11053619287835263,0.8894638071216475
17,6.968421410843085,6.975967065742078,0.11053619287835263,0.8894638071216475
18,6.97437438291427,6.975967065742078,0.11053619287835263,0.8894638071216475
19,6.9882585478322845,6.975967065742078,0.11053619287835263,0.8894638071216475
20,7.092095583207211,7.099103552316209,0.11053619287835263,0.8894638071216475
21,7.094887771137004,7.099103552316209,0.11053619287835263,0.8894638071216475
22,7.097053585716999,7.099103552316209,0.11053619287835263,0.8894638071216475
23,7.0985701261814675,7.099103552316209,0.11053619287835263,0.8894638071216475
