,Utility,Utility_sampled,w0,w1
0,204.24895920213166,175.9111503358611,0.38788988378278344,0.6121101162172167
1,214.27447395777375,206.9603913361991,0.38788988378278344,0.6121101162172167
2,217.0431293512976,214.64789803977334,0.38788988378278344,0.6121101162172167
3,217.4509571649488,217.13068746452464,0.38788988378278344,0.6121101162172167
4,217.45111969644992,217.13068746452464,0.38788988378278344,0.6121101162172167
5,217.33856371315096,217.13068746452464,0.38788988378278344,0.6121101162172167
6,217.44602193718333,217.13068746452464,0.38788988378278344,0.6121101162172167
7,217.48744517630612,217.13068746452464,0.38788988378278344,0.6121101162172167
8,217.4873050925996,217.13068746452464,0.38788988378278344,0.6121101162172167
9,217.51672437935343,217.13068746452464,0.38788988378278344,0.6121101162172167
10,217.5164288263388,217.13068746452464,0.38788988378278344,0.6121101162172167
11,217.51637951392397,217.13068746452464,0.38788988378278344,0.6121101162172167
12,217.5290035301886,217.13068746452464,0.38788988378278344,0.6121101162172167
13,217.5437661993812,217.13068746452464,0.38788988378278344,0.6121101162172167
14,217.54368807787353,217.13068746452464,0.38788988378278344,0.6121101162172167
15,222.78234878586568,217.13068746452464,0.38788988378278344,0.6121101162172167
16,222.79469999755332,217.13068746452464,0.38788988378278344,0.6121101162172167
17,222.7941986304036,217.13068746452464,0.38788988378278344,0.6121101162172167
18,222.91538672926808,217.13068746452464,0.38788988378278344,0.6121101162172167
19,222.93874404409763,217.13068746452464,0.38788988378278344,0.6121101162172167
20,222.96409098059013,217.13068746452464,0.38788988378278344,0.6121101162172167
21,222.96370908744979,217.13068746452464,0.38788988378278344,0.6121101162172167
22,222.99171586866657,217.13068746452464,0.38788988378278344,0.6121101162172167
23,223.02599317661657,217.13068746452464,0.38788988378278344,0.6121101162172167
